channel,mean,rms,meanerr,rmserr,tv
1241,342.221,14.1869,0.274422,0.200521,10389
1159,287.63,8.20645,0.144219,0.0967157,10389
1240,364.301,16.3829,0.397246,0.207019,10389
1160,341.244,6.25959,0.0921497,0.0972302,10389
1239,289.872,24.56,0.312105,0.160064,10389
1161,418.507,6.09882,0.134073,0.101375,10389
1238,453.164,5.08053,0.140055,0.144763,10389
1162,459.22,7.12761,0.154232,0.0982727,10389
1237,4095,0,0,0,10389
1154,1075.62,10.6147,0.264545,0.164339,10389
1438,621.908,9.90999,0.112147,0.127149,10389
1439,448.387,9.70298,0.107002,0.124466,10389
1440,563.28,6.86838,0.0948335,0.0950002,10389
1441,471.799,8.12701,0.108364,0.0914414,10389
1442,520.538,9.75129,0.128165,0.15957,10389
1443,453.413,10.2467,0.158781,0.130635,10389
1444,486.786,8.908,0.115891,0.105564,10389
1445,416.565,8.4777,0.130669,0.0997889,10389
1446,467.914,9.97032,0.108769,0.106932,10389
1447,443.277,12.127,0.154816,0.13938,10389
1448,2067.22,1.49734,0.0706321,0.0101275,10389
1449,589.434,8.73755,0.12361,0.133754,10389
1450,540.675,10.8874,0.12224,0.116486,10389
1451,671.212,11.7203,0.128426,0.138403,10389
1146,960.167,15.0118,0.417177,0.197978,10389
1163,573.153,15.5221,0.343654,0.16143,10389
1424,532.043,8.16246,0.145552,0.0936115,10389
1425,422.612,8.83933,0.135737,0.0962714,10389
1426,494.715,7.46767,0.122582,0.0756396,10389
1427,379.233,7.66913,0.115293,0.10652,10389
1428,363.547,7.73542,0.0860336,0.0908178,10389
1429,363.073,7.81329,0.0972092,0.0857335,10389
1430,358.726,7.99867,0.0904107,0.0871309,10389
1431,350.622,9.81023,0.0840201,0.111747,10389
1432,405.795,10.5951,0.101113,0.111445,10389
1433,500.926,12.1458,0.124624,0.132985,10389
1434,402.665,7.64019,0.0763442,0.0868372,10389
1435,559.155,11.1642,0.104664,0.137805,10389
1436,490.23,9.48188,0.0862544,0.103937,10389
1437,572.593,10.7045,0.142461,0.127421,10389
1155,844.21,10.4291,0.256382,0.153405,10389
1263,682.904,7.54314,0.253926,0.103436,10389
1262,583.805,5.59283,0.23858,0.113915,10389
1138,535.673,9.92579,0.131881,0.119249,10389
1261,575.266,7.23771,0.428668,0.134631,10389
1139,519.261,8.93153,0.353161,0.140854,10389
1260,511.024,6.77885,0.419296,0.109142,10389
1140,604.17,7.39078,0.214102,0.104286,10389
1259,486.26,7.93603,0.338146,0.106589,10389
1141,598.352,10.0079,0.338117,0.114151,10389
1258,452.613,8.7398,0.359115,0.139398,10389
1142,624.053,8.15251,0.277376,0.110254,10389
1257,534.574,5.49318,0.240389,0.0833177,10389
1143,733.462,8.75493,0.247637,0.0965261,10389
1256,3132.59,4.83441,0.174834,0.0568958,10389
1144,767.205,8.84364,0.380434,0.116405,10389
1255,887.668,7.34228,0.541515,0.137184,10389
1272,533.816,7.00157,0.150786,0.114079,10389
1129,489.332,10.5655,0.142693,0.129289,10389
1271,435.022,6.98244,0.174328,0.0953856,10389
1130,427.722,3.00278,0.0508755,0.0349972,10389
1270,401.291,9.04451,0.153208,0.101557,10389
1131,437.607,18.5771,0.343,0.220935,10389
1269,3883.27,9.5136,0.121788,0.0580867,10389
1132,351.987,6.25033,0.120061,0.0996175,10389
1268,407.033,6.78356,0.149408,0.0895358,10389
1133,399.509,6.87757,0.136176,0.101576,10389
1267,547.639,7.65467,0.170703,0.0925631,10389
1134,451.534,6.4658,0.147452,0.126193,10389
1266,548.1,8.56102,0.170111,0.104624,10389
1135,456.353,7.53616,0.153784,0.12147,10389
1265,798.552,8.27075,0.263019,0.110307,10389
1264,651.226,6.83794,0.183223,0.106002,10389
1145,895.668,11.7175,0.293718,0.137655,10389
1452,474.876,7.37348,0.0959548,0.0879228,10389
1453,402.209,9.33662,0.107894,0.117924,10389
1454,410.417,6.97934,0.0863223,0.0831741,10389
1455,383.636,9.67065,0.0943884,0.123071,10389
1456,390.069,6.82221,0.0938334,0.103694,10389
1457,367.434,6.7332,0.0744779,0.0938207,10389
1458,366.785,5.27862,0.0801455,0.0692249,10389
1459,388.02,7.18094,0.0829581,0.100043,10389
1460,396.424,8.10444,0.0790825,0.100648,10389
1461,394.194,8.05633,0.0817471,0.114804,10389
1462,413.309,8.34996,0.0907579,0.108557,10389
1463,486.784,7.09702,0.0802621,0.0774221,10389
1464,473.959,5.61637,0.0787779,0.0704695,10389
1465,548.511,6.01216,0.0903798,0.0772926,10389
1137,637.483,13.2185,0.19051,0.149149,10389
1136,736.899,9.3275,0.160388,0.115485,10389
1466,585.173,5.07919,0.0942023,0.0698122,10389
1467,496.38,5.63557,0.0986475,0.0818618,10389
1468,483.95,5.22482,0.0841614,0.0732495,10389
1469,435.707,5.24415,0.0919947,0.0677988,10389
1470,411.213,5.37084,0.0730037,0.0768663,10389
1471,460.352,4.89584,0.088758,0.0704735,10389
1472,0,0,0,0,10389
1473,431.362,6.42782,0.113377,0.0923266,10389
1474,473.582,6.42539,0.0981087,0.0767383,10389
1475,478.271,6.79192,0.0946926,0.0758788,10389
1476,537.165,5.83297,0.0973398,0.0749378,10389
1477,520.222,8.24752,0.13132,0.116297,10389
1478,543.496,8.15469,0.115247,0.0817375,10389
1479,682.439,7.21706,0.149003,0.0882617,10389
1128,682.825,9.54468,0.16564,0.117591,10389
1290,716.024,9.55659,0.2309,0.159642,10389
1111,672.16,8.72543,0.244505,0.112095,10389
1289,508.926,7.48568,0.19793,0.113473,10389
1112,603.917,7.86998,0.396563,0.10821,10389
1288,471.954,6.8705,0.160603,0.0922168,10389
1113,661.436,7.80396,0.316008,0.114659,10389
1287,481.891,7.01739,0.198151,0.103879,10389
1114,588.341,6.83365,0.20144,0.10486,10389
1286,452.947,5.67193,0.202465,0.105147,10389
1115,503.417,8.00129,0.2043,0.121827,10389
1285,444.273,6.17491,0.152711,0.102668,10389
1116,452.644,9.21027,0.162191,0.134883,10389
1284,515.734,6.74817,0.199976,0.13953,10389
1117,515.356,8.73049,0.21664,0.119973,10389
1283,598.671,7.99766,0.138135,0.112448,10389
1282,710.999,5.81236,0.102403,0.137188,10389
1281,692.403,9.17918,0.184072,0.157677,10389
1280,533.945,9.58803,0.183528,0.112592,10389
1120,541.667,7.67638,0.158436,0.121241,10389
1279,419.4,8.733,0.201618,0.125891,10389
1121,476.03,7.24387,0.154698,0.102982,10389
1278,418.798,8.80591,0.179824,0.10994,10389
1122,338.442,10.5699,0.463423,0.541282,10389
1277,369.332,8.38411,0.201534,0.145638,10389
1123,360.384,7.72129,0.126276,0.113901,10389
1276,365.94,6.81035,0.164025,0.111627,10389
1124,369.034,10.3776,0.281933,0.214273,10389
1275,425.886,7.68627,0.175291,0.115539,10389
1125,468.866,8.48998,0.1598,0.0989669,10389
1274,553.385,7.07791,0.139717,0.109946,10389
1126,576.469,8.29597,0.255204,0.150935,10389
1273,664.628,8.57306,0.193344,0.137697,10389
1118,583.795,5.78434,0.142014,0.0880986,10389
1494,413.707,6.96468,0.0983232,0.0831905,10389
1495,370.022,5.79085,0.0815739,0.0817792,10389
1496,295.863,5.88647,0.0919768,0.0844907,10389
1497,358.061,5.40894,0.0911439,0.0797321,10389
1498,349.407,5.01957,0.0878689,0.080755,10389
1499,3632.16,1.98379,0.044402,0.0175028,10389
1500,297.471,5.23531,0.0897867,0.0967042,10389
1501,353.493,6.85116,0.100811,0.0825883,10389
1502,286.142,5.04918,0.0869846,0.0812302,10389
1503,316.143,5.47094,0.0914638,0.0797745,10389
1504,326.583,5.04772,0.0872952,0.101554,10389
1505,365.613,6.01706,0.0945469,0.079593,10389
1506,408.105,6.24469,0.103593,0.0983188,10389
1507,480.088,6.28538,0.0900972,0.0919482,10389
1110,899.927,11.6498,0.356604,0.18108,10389
1127,636.539,9.53899,0.233488,0.184329,10389
1480,463.703,5.7846,0.0965566,0.0767977,10389
1481,482.296,7.84,0.145102,0.116062,10389
1482,439.244,5.33215,0.0833069,0.0970034,10389
1483,501.918,6.13629,0.110198,0.090251,10389
1484,459.815,5.40211,0.0833759,0.062263,10389
1485,418.792,6.20194,0.0953609,0.082223,10389
1486,458.557,5.93391,0.13576,0.125759,10389
1487,449.32,5.9281,0.110908,0.101154,10389
1488,456.685,5.4956,0.0877692,0.0978849,10389
1489,506.728,7.15183,0.122503,0.128322,10389
1490,485.802,5.74182,0.081863,0.0900214,10389
1491,523.122,5.21056,0.079856,0.0742032,10389
1492,493.992,5.0964,0.0800089,0.0878649,10389
1493,540.293,5.82321,0.0974201,0.0957643,10389
1119,647.926,5.03816,0.105409,0.0809569,10389
1299,724.518,8.26101,0.207074,0.0946747,10389
1298,667.92,7.05781,0.171216,0.0881747,10389
1102,561.124,9.33815,0.141727,0.144624,10389
1297,588.795,6.10937,0.17346,0.0673378,10389
1103,547.402,14.5113,1.43029,1.36032,10389
1296,545.51,7.17805,0.174849,0.112268,10389
1104,630.603,9.09676,0.463117,0.153782,10389
1295,480.106,5.22256,0.146547,0.0782521,10389
1105,617.464,6.79651,0.172952,0.094569,10389
1294,465.291,6.46618,0.142908,0.0744226,10389
1106,554.709,7.48254,0.310784,0.0964244,10389
1293,618.17,7.43932,0.231547,0.0929228,10389
1107,649.409,6.79548,0.220268,0.108572,10389
1292,547.481,8.19437,0.16332,0.0994219,10389
1108,766.383,7.72169,0.384112,0.113392,10389
1291,658.016,8.71366,0.161501,0.0875116,10389
1308,628.904,14.7495,0.175233,0.186784,10389
1093,483.254,2.53174,0.0346583,0.0352647,10389
1307,402.452,11.2551,0.155527,0.154147,10389
1094,648.345,17.1807,0.475926,0.205541,10389
1306,452.476,12.5313,0.150528,0.169213,10389
1095,464.634,10.0421,0.136382,0.137028,10389
1305,428.874,16.6194,0.195256,0.160781,10389
1096,449.825,14.091,0.239515,0.177648,10389
1304,333.74,12.6869,0.106858,0.176148,10389
1097,455.727,14.4426,0.201568,0.178175,10389
1303,395.492,11.4373,0.130246,0.155888,10389
1098,340.277,10.6875,0.122632,0.122732,10389
1302,528.956,10.6415,0.140665,0.118036,10389
1099,475.401,13.1165,0.130434,0.12589,10389
1301,546.825,9.22781,0.130437,0.0917769,10389
1300,694.865,9.9949,0.199907,0.123028,10389
1109,690.477,8.41797,0.335483,0.123223,10389
1508,405.058,5.15984,0.0829351,0.063856,10389
1509,376.991,5.06029,0.0897523,0.093275,10389
1510,302.248,2.97235,0.0761383,0.08378,10389
1511,338.063,4.42822,0.0823075,0.0719168,10389
1512,287.828,4.49829,0.0805465,0.0662694,10389
1513,278,4.20918,0,0.000744947,10389
1514,263.614,4.24865,0.0763151,0.0670065,10389
1515,242.978,4.51187,0.106629,0.0633168,10389
1516,221.604,4.01983,0.0607889,0.0529642,10389
1517,217.61,3.99543,0.0697849,0.0663919,10389
1518,0,0,0,0,10389
1519,270.607,6.10426,0.0799582,0.0663302,10389
1520,346.173,5.37884,0.0761051,0.0628014,10389
1521,468.117,5.16051,0.0751536,0.0533175,10389
1101,2904.5,1.27944,0.0211884,0.0134478,10389
1100,559.976,12.8087,0.147111,0.175683,10389
1522,474.247,5.4009,0.0771813,0.0739113,10389
1523,396.919,4.76312,0.0695221,0.056235,10389
1524,454.448,3.94813,0.0705499,0.0582557,10389
1525,390.616,5.16777,0.0730348,0.0957328,10389
1526,385.793,7.26231,0.175247,0.173025,10389
1527,464.867,5.31921,0.0746301,0.0637424,10389
1528,368.201,5.83971,0.0732026,0.0734898,10389
1529,396.273,5.14882,0.0693904,0.0611601,10389
1530,417.876,6.89044,0.0825638,0.0788085,10389
1531,413.642,6.03668,0.0881214,0.0734985,10389
1532,465.99,5.16685,0.0805079,0.0660394,10389
1533,482.864,4.97215,0.0771138,0.0653795,10389
1534,489.45,6.30221,0.0903381,0.0852213,10389
1535,498.49,6.4479,0.157277,0.260019,10389
1092,797.318,9.54125,0.407702,0.108605,10389
1182,701.132,10.6551,0.22535,0.141043,10389
1075,683.165,11.1367,0.20081,0.138298,10389
1181,519.472,7.40746,0.248846,0.113033,10389
1076,617.238,10.192,0.219175,0.124293,10389
1180,452.118,7.21884,0.169233,0.109773,10389
1077,607.118,9.49695,0.19693,0.106331,10389
1179,474.59,7.19484,0.214494,0.0904856,10389
1078,524.226,8.48858,0.253881,0.122129,10389
1178,492.84,8.1434,0.152047,0.113253,10389
1079,592.252,7.96227,0.188055,0.0986474,10389
1177,529.838,8.8695,0.262391,0.104331,10389
1080,683.993,8.73986,0.341079,0.114728,10389
1176,590.934,9.57285,0.292156,0.122699,10389
1081,748.604,8.04842,0.171702,0.0921121,10389
1175,666.184,10.8699,0.237373,0.124367,10389
1174,713.756,10.3765,0.154288,0.147805,10389
1173,659.368,11.057,0.272233,0.156151,10389
1172,555.875,13.5091,0.315381,0.182981,10389
1084,665.98,10.0165,0.236721,0.119001,10389
1171,385.304,13.0531,0.250386,0.151408,10389
1085,602.699,12.4412,0.238067,0.141638,10389
1170,396.558,8.56049,0.157163,0.111401,10389
1086,479.944,14.4111,0.312123,0.185977,10389
1169,329.037,6.86237,0.118447,0.12084,10389
1087,448.082,12.1198,0.298102,0.14488,10389
1168,351.319,8.87346,0.14282,0.103651,10389
1088,505.842,9.99759,0.253345,0.138906,10389
1311,417.286,14.3819,0.169777,0.169221,10389
1089,514.438,11.6008,0.247536,0.135823,10389
1310,511.687,15.3126,0.196765,0.206269,10389
1090,594.217,9.00356,0.136748,0.106113,10389
1309,597.221,12.1716,0.131435,0.152,10389
1082,782.055,8.72195,0.16387,0.139346,10389
1409,400.861,8.85954,0.178595,0.133747,10389
1408,405.225,11.1169,0.121408,0.144932,10389
1407,364.683,7.14915,0.106039,0.0813487,10389
1406,417.778,12.6933,0.161523,0.126936,10389
1405,314.434,10.7854,0.135102,0.111388,10389
1404,351.421,10.4366,0.116792,0.0997893,10389
1403,335.433,9.49693,0.152756,0.103953,10389
1402,324,9.86384,0.106984,0.114783,10389
1401,323.375,10.2224,0.116019,0.105698,10389
1400,421.006,8.47321,0.102486,0.0915658,10389
1399,404.944,8.97545,0.125968,0.0968857,10389
1398,461.448,8.66687,0.0923835,0.100772,10389
1397,376.339,9.75222,0.10905,0.117864,10389
1396,525.636,7.94936,0.0785291,0.0893194,10389
1074,773.648,10.3336,0.273159,0.151655,10389
1091,506.512,13.4272,0.205295,0.189718,10389
1423,1782.95,1.42202,0.0876161,0.0169374,10389
1422,457.899,7.76207,0.135161,0.100252,10389
1421,279.73,6.23864,0.0870701,0.0698858,10389
1420,308.463,10.7038,0.245709,0.235912,10389
1419,247.528,7.32677,0.100961,0.0993404,10389
1418,297.662,6.72788,0.0820584,0.0909407,10389
1417,296.064,8.49065,0.227719,0.108591,10389
1416,252.944,8.59723,0.100323,0.0896986,10389
1415,301.739,7.14523,0.102062,0.0737865,10389
1414,333.848,6.48001,0.0759463,0.0726833,10389
1413,300.567,6.80529,0.0938292,0.102491,10389
1412,345.366,7.09041,0.0911478,0.0811157,10389
1411,354.733,1.36622,0.0177105,0.011193,10389
1410,450.518,9.53501,0.120836,0.123457,10389
1083,756.863,8.2173,0.220863,0.156384,10389
1191,796.393,8.49925,0.239903,0.127435,10389
1190,585.925,11.1505,0.293223,0.393694,10389
1066,665.325,7.22079,0.216428,0.092415,10389
1189,519.232,7.35093,0.199292,0.123979,10389
1067,621.317,8.70513,0.215805,0.0889546,10389
1188,557.636,7.53128,0.162498,0.0918079,10389
1068,539.378,9.14998,0.228228,0.0962178,10389
1187,504.383,6.99341,0.231436,0.107946,10389
1069,545.248,7.09215,0.264859,0.0926586,10389
1186,543.455,6.44582,0.239154,0.101768,10389
1070,601.69,7.55386,0.197022,0.0971294,10389
1185,566.234,6.44965,0.210515,0.108601,10389
1071,626.95,7.09069,0.301874,0.0927513,10389
1184,671.773,6.936,0.152542,0.105145,10389
1072,852.528,8.90199,0.184032,0.0991526,10389
1183,837.892,10.4175,0.276121,0.17679,10389
1200,689.201,7.51563,0.218693,0.105919,10389
1057,496.197,11.6472,0.240457,0.162983,10389
1199,556.202,7.13311,0.165252,0.100791,10389
1058,454.201,2.21939,0.0454553,0.0337689,10389
1198,495.108,6.77163,0.250504,0.102306,10389
1059,444.366,12.6057,0.534255,0.206114,10389
1197,515.606,6.99394,0.329342,0.116045,10389
1060,348.419,8.81523,0.147619,0.114285,10389
1196,531.472,8.14748,0.327433,0.104454,10389
1061,457.605,6.69281,0.153194,0.109242,10389
1195,543.357,8.83186,0.165769,0.102508,10389
1062,549.011,5.84759,0.17709,0.0899091,10389
1194,579.882,8.05262,0.242897,0.121054,10389
1063,619.258,7.09788,0.241633,0.096038,10389
1193,671.347,7.71167,0.318674,0.0995964,10389
1192,670.988,7.66981,0.157411,0.10142,10389
1073,760.806,14.0889,0.595616,0.462523,10389
1395,487.768,6.77731,0.112795,0.0898908,10389
1394,436.945,6.14574,0.119614,0.0722466,10389
1393,422.516,6.25791,0.0892792,0.0738176,10389
1392,412.685,7.58947,0.106474,0.0837153,10389
1391,389.74,6.84036,0.0859916,0.0970663,10389
1390,398.426,6.89746,0.123781,0.0900571,10389
1389,384.173,6.4515,0.0941655,0.10046,10389
1388,388.269,6.16754,0.100152,0.0934816,10389
1387,330.224,5.89525,0.0779589,0.0837495,10389
1386,385.505,7.82701,0.175831,0.133413,10389
1385,414.124,6.80086,0.105913,0.0871006,10389
1384,404.3,6.35055,0.0969062,0.0801069,10389
1383,452.605,5.72236,0.105112,0.10172,10389
1382,522.689,5.63603,0.0979271,0.0737892,10389
1065,755.071,10.446,0.222625,0.135903,10389
1064,820.795,12.4659,0.486575,0.176239,10389
1381,521.635,5.09136,0.101462,0.087166,10389
1380,425.861,5.88636,0.100034,0.0703924,10389
1379,406.523,6.28855,0.0793668,0.076393,10389
1378,358.845,6.51466,0.107944,0.0819689,10389
1377,369.587,6.58828,0.120543,0.0871951,10389
1376,391.495,7.05652,0.144221,0.149536,10389
1375,391.824,5.31763,0.0836239,0.0855262,10389
1374,358.779,6.49305,0.0997475,0.078091,10389
1373,387.945,7.15116,0.160842,0.110011,10389
1372,414.92,5.95609,0.145856,0.0806197,10389
1371,464.387,6.37189,0.135275,0.0732654,10389
1370,434.411,5.96831,0.145821,0.0761061,10389
1369,538.887,6.79996,0.132565,0.0854802,10389
1368,533.208,5.82614,0.106902,0.0727991,10389
1056,634.933,10.0314,0.192626,0.157093,10389
1218,473.002,11.4102,0.149069,0.143224,10389
1039,596.1,9.41374,0.20003,0.138334,10389
1217,368.698,18.3576,0.30097,0.231203,10389
1040,500.712,11.3195,0.274797,0.181732,10389
1216,374.989,13.8837,0.146796,0.17825,10389
1041,413.257,11.2058,0.166411,0.160644,10389
1215,366.057,8.70998,0.13557,0.131872,10389
1042,349.566,8.58132,0.162879,0.146897,10389
1214,330.474,6.23796,0.130475,0.115564,10389
1043,448,0,0,0,10389
1213,370.438,5.4911,0.145985,0.199321,10389
1044,405.014,7.32461,0.154855,0.133069,10389
1212,424.192,6.22953,0.11511,0.151263,10389
1045,382.919,8.08553,0.206238,0.150211,10389
1211,477.698,5.68609,0.0933791,0.150655,10389
1210,527.987,6.715,0.1197,0.125868,10389
1209,533.234,7.32588,0.148404,0.147469,10389
1208,519.748,6.81706,0.129074,0.17258,10389
1048,451.036,15.3933,0.268055,0.217081,10389
1207,417.042,6.05864,0.10322,0.118399,10389
1049,484.598,16.7268,0.298643,0.220204,10389
1206,419.968,8.60681,0.163741,0.107375,10389
1050,383.096,11.2951,0.388995,0.198172,10389
1205,352.099,7.22901,0.118031,0.120348,10389
1051,395.338,9.65592,0.243619,0.223364,10389
1204,393.629,5.4005,0.142242,0.0914571,10389
1052,484.043,11.5554,0.212683,0.148905,10389
1203,2260.51,1.32989,0.0171617,0.0156849,10389
1053,483.751,10.7884,0.196653,0.136753,10389
1202,471.253,2.8698,0.0566026,0.0454728,10389
1054,588.694,8.39684,0.175325,0.125793,10389
1201,712.373,14.6001,0.371469,0.264592,10389
1046,592.891,10.8848,0.151014,0.137982,10389
1353,489.175,5.33681,0.100056,0.0953966,10389
1352,426.439,4.61598,0.13994,0.0981302,10389
1351,388.285,6.17831,0.107936,0.150298,10389
1350,416.649,6.86236,0.0820905,0.0859329,10389
1349,353.531,6.08114,0.0873557,0.0888151,10389
1348,348.733,6.04228,0.0763342,0.085983,10389
1347,406.352,5.64168,0.0830718,0.0899333,10389
1346,393.898,5.2874,0.0947211,0.0709179,10389
1345,346.165,5.31144,0.0695063,0.0869206,10389
1344,419.601,5.52229,0.0725536,0.0865151,10389
1343,459.16,5.73333,0.167905,0.124702,10389
1342,512.742,6.38545,0.105319,0.137055,10389
1341,455.672,5.10528,0.100652,0.06929,10389
1340,521.651,5.79348,0.0828329,0.0858588,10389
1038,753.196,9.42515,0.346021,0.250843,10389
1055,712.663,9.11938,0.247337,0.17467,10389
1367,471.897,5.05987,0.099697,0.117014,10389
1366,436.874,6.23853,0.53192,0.27195,10389
1365,408.31,4.34055,0.0826861,0.0871809,10389
1364,428.385,4.72725,0.109048,0.128718,10389
1363,387.999,4.28717,0.0898116,0.120746,10389
1362,477.251,4.78015,0.133094,0.0987138,10389
1361,393.543,4.49692,0.0936876,0.0838714,10389
1360,403.159,4.85003,0.10077,0.0979472,10389
1359,392.254,4.22982,0.086485,0.072165,10389
1358,376.986,6.22582,0.191797,0.158505,10389
1357,406.748,5.08021,0.0818902,0.0943867,10389
1356,424.069,4.60347,0.103509,0.0876851,10389
1355,541.831,6.16705,0.139569,0.145145,10389
1354,616.3,6.44868,0.132614,0.126815,10389
1047,573.314,12.5465,0.200001,0.183361,10389
1227,576.752,15.8932,0.345908,0.196033,10389
1226,439.62,10.6206,0.188783,0.154087,10389
1030,431.372,10.8633,0.354475,0.221154,10389
1225,378.152,9.76351,0.17568,0.134796,10389
1031,390.324,9.00758,0.211505,0.15567,10389
1224,304.33,8.33931,0.13687,0.103175,10389
1032,402.987,9.55078,0.156754,0.0979522,10389
1223,306.202,8.59982,0.142089,0.104102,10389
1033,294.447,10.7486,0.124644,0.112336,10389
1222,344.63,7.26388,0.122745,0.0826498,10389
1034,278.25,8.83379,0.112892,0.0877607,10389
1221,313.31,7.20705,0.103,0.110454,10389
1035,348.902,8.76367,0.129817,0.0920037,10389
1220,408.334,6.24054,0.114148,0.091203,10389
1036,379.624,9.78314,0.160796,0.102267,10389
1219,465.003,6.99795,0.103088,0.0866266,10389
1236,668.385,11.851,0.215687,0.125257,10389
1165,565.964,10.3153,0.465473,0.160981,10389
1235,564.53,8.09972,0.343343,0.131865,10389
1166,532.847,8.50877,0.203327,0.0980493,10389
1234,468.739,6.60948,0.162408,0.0820322,10389
1167,536.563,9.7017,0.273498,0.109581,10389
1233,527.204,6.79404,0.134993,0.0766157,10389
1024,533.209,9.21313,0.168476,0.105533,10389
1232,508.569,7.86353,0.211906,0.120328,10389
1025,497.87,10.3897,0.47959,0.157977,10389
1231,489.569,8.79067,0.145539,0.102083,10389
1026,549.203,10.3538,0.346601,0.164418,10389
1230,520.949,8.28516,0.135211,0.117014,10389
1027,636.057,13.1551,0.340854,0.166741,10389
1229,595.613,9.0364,0.160973,0.100104,10389
1228,653.498,12.7746,0.258044,0.150587,10389
1037,646.108,10.6505,0.172161,0.153438,10389
1339,493.038,6.25681,0.103576,0.0692812,10389
1338,403.676,8.86805,0.0958992,0.092476,10389
1337,469.871,5.53581,0.0765903,0.0681569,10389
1336,394.552,4.77759,0.0600614,0.0543908,10389
1335,401.35,5.3267,0.0732122,0.0728058,10389
1334,413.924,5.41148,0.0728318,0.0709996,10389
1333,433.057,4.76743,0.0657548,0.0558759,10389
1332,394.713,4.72352,0.0655295,0.0542118,10389
1331,480.947,4.82958,0.0664666,0.0659062,10389
1330,480.455,5.20912,0.0719221,0.0704,10389
1329,430.268,4.24082,0.116061,0.130886,10389
1328,514.671,3.063,0.0761846,0.115591,10389
1327,489.35,15.8631,0.237271,0.121065,10389
1326,536.326,4.88834,0.0696998,0.0675761,10389
1029,743.674,11.9473,0.185679,0.0951582,10389
1028,588.802,10.495,0.252056,0.149092,10389
1325,426.888,5.27534,0.0980563,0.121644,10389
1324,363.636,4.80312,0.0831544,0.071076,10389
1323,330.248,4.19469,0.0613245,0.0462874,10389
1322,337.87,5.38659,0.0736345,0.0720196,10389
1321,343.367,5.67439,0.090073,0.0774219,10389
1320,294.127,5.65571,0.0818545,0.0714947,10389
1319,313.582,5.79618,0.0879177,0.106906,10389
1318,321.852,5.33191,0.132847,0.152285,10389
1317,264.806,5.29399,0.0718378,0.0763795,10389
1316,264.153,4.76946,0.0741412,0.0697526,10389
1315,286.007,9.43127,2.43428,0.704448,10389
1314,340.205,5.21838,0.0777251,0.0663832,10389
1313,374.709,8.45658,0.121002,0.121487,10389
1312,431.459,7.85934,0.108462,0.142526,10389
1164,561.42,18.2284,0.593605,0.222907,10389
230,610.247,15.7704,0.204677,0.166744,10389
123,517.818,7.73721,0.149265,0.153025,10389
229,449.302,16.3361,0.240191,0.206973,10389
124,472.867,7.1776,0.139767,0.130765,10389
228,426.079,12.1792,0.126327,0.127801,10389
125,445.283,7.90234,0.182904,0.131121,10389
