channel,mean,rms,meanerr,rmserr,tv
637,548.08,10.1154,0.168812,0.102357,10389
737,478.103,11.7424,0.158443,0.12909,10389
638,537.896,10.1779,0.134559,0.0978766,10389
736,510.555,15.6889,0.229083,0.185851,10389
639,587.956,9.61955,0.115929,0.122759,10389
735,484.433,11.7531,0.166174,0.119875,10389
640,535.981,10.4751,0.143174,0.124247,10389
734,694.893,13.7741,0.220197,0.179739,10389
733,664.874,12.5779,0.180506,0.136241,10389
732,727.642,15.0854,0.228593,0.188349,10389
731,486.442,11.2453,0.148021,0.145401,10389
643,590.027,8.36784,0.14323,0.0995097,10389
730,470.674,9.35643,0.122743,0.101034,10389
644,523.312,7.61109,0.11275,0.098275,10389
729,371.863,11.7193,0.150734,0.162231,10389
645,413.204,7.53047,0.0866731,0.0811032,10389
728,366.504,17.8791,0.186171,0.074148,10389
646,420.184,6.80381,0.118913,0.0775396,10389
727,386.11,1.61146,0.0336338,0.0300655,10389
647,410.131,5.20955,0.0981975,0.0768716,10389
726,1832.51,2.79261,0.0933276,0.0280266,10389
648,490.562,6.01721,0.173071,0.0645381,10389
725,507.818,36.1772,6.62249,31.9874,10389
649,604.754,6.1033,0.149467,0.0754181,10389
724,682.984,10.0346,0.122012,0.0886961,10389
641,668.969,11.5782,0.214562,0.122615,10389
1009,485.975,5.23976,0.0687288,0.0711069,10389
1008,428.512,5.58041,0.0736155,0.0695306,10389
1007,394.159,4.93665,0.0640243,0.0587278,10389
1006,372.955,6.0766,0.0801618,0.0955714,10389
1005,423.888,8.34643,0.0907639,0.0894441,10389
1004,362.313,6.76408,0.0675146,0.0760687,10389
1003,400.114,7.83571,0.0816194,0.0837809,10389
1002,347.848,6.68219,0.0828814,0.0757356,10389
1001,360.624,6.49953,0.0689564,0.0635666,10389
1000,383.818,6.82827,0.08469,0.095815,10389
999,388.801,5.35598,0.0711127,0.0884977,10389
998,434.656,4.7233,0.0593807,0.0685416,10389
997,476.477,7.2784,0.101488,0.0920156,10389
996,465.525,7.70122,0.0872989,0.0730939,10389
633,797.501,9.5055,0.146549,0.113341,10389
650,743.075,8.36207,0.15734,0.126702,10389
1023,456.515,5.38699,0.0694453,0.0797883,10389
1022,436.474,8.95513,0.144918,0.123563,10389
1021,418.325,5.03616,0.0628178,0.0730963,10389
1020,390.816,3.97479,0.072181,0.0637352,10389
1019,318.893,5.45215,0.0801283,0.0757277,10389
1018,413.045,5.00684,0.0727496,0.0632181,10389
1017,387.497,4.95206,0.123712,0.117669,10389
1016,462.489,4.2888,0.0754076,0.0643733,10389
1015,361.036,4.70425,0.0702125,0.0848941,10389
1014,368.656,3.93624,0.0817635,0.0696078,10389
1013,407.072,5.05176,0.0840025,0.077704,10389
1012,441.057,5.38754,0.118827,0.13788,10389
1011,493.4,4.70057,0.194085,0.177078,10389
1010,467.83,4.83966,0.0692249,0.0631029,10389
642,595.664,9.90564,0.207263,0.116294,10389
750,691.481,11.7347,0.257201,0.19362,10389
749,664.66,9.50912,0.161476,0.102946,10389
625,537.624,12.2516,0.159372,0.130902,10389
748,585.074,11.7764,0.185754,0.21352,10389
626,610.615,9.15801,0.17815,0.130301,10389
747,549.246,9.02686,0.170383,0.124901,10389
627,0,0,0,0,10389
746,477.877,11.4869,0.140915,0.127231,10389
628,499.674,8.07302,0.144488,0.122071,10389
745,484.337,8.45022,0.129982,0.0936294,10389
629,543.67,15.8611,0.3313,0.220861,10389
744,547.899,9.3,0.191724,0.115517,10389
630,594.298,15.9795,0.298436,0.206203,10389
743,705.596,6.48506,0.184056,0.14697,10389
631,656.643,13.0884,0.193998,0.209232,10389
742,740.959,9.12488,0.140832,0.118269,10389
759,673.538,10.3969,0.145488,0.133777,10389
616,536,2.98517,0.052825,0.0446222,10389
758,608.134,11.8804,0.43799,0.152918,10389
617,465.645,3.09753,0.0594362,0.0385125,10389
757,486.354,9.49727,0.16924,0.101018,10389
618,527.417,55.0007,0.985569,1.16079,10389
756,406.713,10.0506,0.148551,0.162332,10389
619,484.308,7.1672,0.114111,0.102844,10389
755,360.415,9.28948,0.127121,0.11395,10389
620,399.475,8.0164,0.104339,0.0878911,10389
754,432.029,11.3783,0.124645,0.128036,10389
621,525.791,11.8534,0.154745,0.154621,10389
753,527.474,10.9351,0.161792,0.131403,10389
622,679.409,11.8829,0.206589,0.152117,10389
752,713.084,10.3008,0.167656,0.13888,10389
751,723.012,11.1201,0.25152,0.155016,10389
632,657.058,14.6075,0.289998,0.190481,10389
995,389.535,6.54421,0.0801041,0.129096,10389
994,358.424,6.54985,0.0843277,0.0644931,10389
993,295.072,8.81445,0.378492,0.213846,10389
992,302.346,8.67912,0.0780335,0.0979079,10389
991,339.953,6.81015,0.0573714,0.0767049,10389
990,320.634,8.50842,0.0977723,0.100992,10389
989,273.036,7.50132,0.0744828,0.148868,10389
988,320.046,6.79344,0.129873,0.0959019,10389
987,279.128,6.63843,0.064603,0.0711454,10389
986,326.777,5.66122,0.0743746,0.0604312,10389
985,363.836,7.2016,0.10986,0.072118,10389
984,400.524,5.69153,0.0618331,0.0629331,10389
983,462.482,5.05521,0.0617317,0.0519795,10389
982,0,0,0,0,10389
624,703.37,8.40963,0.148306,0.122687,10389
623,753.136,11.7775,0.169923,0.152802,10389
981,460.654,5.23226,0.0627834,0.0578291,10389
980,379.735,6.28821,0.0889882,0.0738482,10389
979,386.863,5.52838,0.0730533,0.0628113,10389
978,406.697,5.2949,0.0649157,0.0565062,10389
977,318.683,6.3225,0.108759,0.0632557,10389
976,350.692,4.96443,0.0657336,0.0561868,10389
975,325.203,4.99333,0.0651191,0.0696477,10389
974,308.515,5.00418,0.0813099,0.077476,10389
973,293.234,5.24767,0.0574134,0.0524123,10389
972,305.845,5.1709,0.0686189,0.0544562,10389
971,2743.69,1.73799,0.000877058,0.00989954,10389
970,458.818,7.62278,0.0926953,0.0804444,10389
969,431.961,7.28356,0.0792707,0.0645718,10389
968,393.274,8.10177,0.0750019,0.097511,10389
615,457.448,2.68249,0.0400644,0.0343434,10389
777,531.761,8.96196,0.637864,0.182815,10389
598,711.38,9.64328,0.154662,0.110013,10389
776,415.274,7.22571,0.133034,0.0887743,10389
599,604.928,10.9456,0.191314,0.114012,10389
775,350.075,6.39274,0.559883,0.143026,10389
600,489.107,11.51,0.220963,0.159049,10389
774,279.577,4.13992,0.112406,0.0751609,10389
601,526.43,10.3867,0.176991,0.147855,10389
773,334.742,7.18211,0.2021,0.0885086,10389
602,467.29,10.0544,0.159925,0.119308,10389
772,363.559,16.9364,2.26858,0.749442,10389
603,578.975,11.0049,0.266661,0.139173,10389
771,444.764,5.31457,0.404661,0.13977,10389
604,806.366,10.4108,0.161004,0.107768,10389
770,1866.29,1.54731,0.000821995,0.0102252,10389
769,747.243,5.46419,0.190735,0.0877708,10389
768,500.488,7.19278,0.791825,0.142973,10389
767,456.991,4.32752,0.240164,0.0706643,10389
607,550.207,12.608,0.286487,0.268472,10389
766,453.585,3.52895,0.0760778,0.0995325,10389
608,543.339,10.6777,0.166193,0.126388,10389
765,403.452,4.88552,0.17183,0.0731775,10389
609,436.584,10.5154,0.222939,0.150644,10389
764,394.471,6.4532,0.109949,0.088497,10389
610,534.598,11.0168,0.220031,0.141546,10389
763,425.428,8.28755,0.232141,0.0901496,10389
611,578.476,12.9179,0.257105,0.188463,10389
762,527.399,8.75277,0.157926,0.0942603,10389
612,551.983,8.02123,0.135568,0.119991,10389
761,552.057,9.58219,0.144854,0.0956027,10389
613,617.906,13.2143,0.158443,0.206953,10389
760,689.948,10.8929,0.169935,0.126843,10389
605,808.849,12.4454,0.211757,0.166861,10389
953,548.047,4.37029,0.0639848,0.0680772,10389
952,460.613,4.76659,0.0678199,0.0469507,10389
951,523.27,4.96967,0.0760749,0.0493434,10389
950,414.78,4.83991,0.0758167,0.0593398,10389
949,415.777,6.62486,0.0837427,0.0655984,10389
948,434.181,4.75911,0.0649062,0.0639795,10389
947,360.574,7.21647,0.0962648,0.0689353,10389
946,363.396,5.73826,0.0676888,0.057554,10389
945,481.119,5.38788,0.068349,0.0603915,10389
944,457.052,5.52064,0.093331,0.0699982,10389
943,2384.18,1.08185,0.000821995,0.00951415,10389
942,0,0,0,0,10389
941,516.168,5.73729,0.084414,0.0841571,10389
940,590.152,6.55807,0.0950389,0.0718186,10389
597,888.434,12.6872,0.265306,0.160307,10389
614,901.431,15.6464,0.466111,0.41032,10389
967,478.453,5.05705,0.116578,0.10668,10389
966,409.736,7.38058,0.0983208,0.0702615,10389
965,486.694,7.53612,0.205704,0.213654,10389
964,399.357,6.28364,0.0727335,0.0618241,10389
963,387.568,7.57468,0.122636,0.0842263,10389
962,401.223,5.76097,0.0667688,0.0541177,10389
961,351.904,6.70319,0.0739917,0.0685454,10389
960,359.146,6.58774,0.0856869,0.0597777,10389
959,454.12,5.42946,0.0679277,0.0818671,10389
958,477.166,6.45085,0.0980778,0.0677931,10389
957,398.643,6.11674,0.0683544,0.0546861,10389
956,446.1,6.34174,0.106202,0.0704475,10389
955,501.221,6.25635,0.0935525,0.108538,10389
954,552.511,5.4092,0.267246,0.287079,10389
606,1793.4,0.700836,0.00169031,0.0232414,10389
786,565.287,13.6375,0.184188,0.1509,10389
785,506.734,12.4356,0.169224,0.139234,10389
589,605.28,12.2338,0.139824,0.145842,10389
784,418.625,7.87273,0.0888208,0.0751897,10389
590,536.771,10.0753,0.17184,0.0890575,10389
783,371.997,8.99533,0.465423,0.120602,10389
591,424.574,10.183,0.1429,0.0987299,10389
782,432.9,7.22991,0.111703,0.0720202,10389
592,546.246,10.9387,0.184129,0.119258,10389
781,365.365,4.62858,0.0819814,0.0714952,10389
593,521.116,11.2287,0.163009,0.162459,10389
780,459.77,9.0528,0.58953,0.118927,10389
594,562.321,11.2077,0.228209,0.149474,10389
779,510.99,5.37321,0.208877,0.081401,10389
595,693.724,9.91364,0.187419,0.131966,10389
778,554.355,6.01872,0.786696,0.208948,10389
795,400.485,11.7186,0.166669,0.14017,10389
580,399.894,2.78876,0.0489457,0.0433064,10389
794,347.318,11.6036,0.116939,0.116769,10389
581,485.951,16.4376,0.265794,0.17608,10389
793,242.233,14.927,0.155666,0.170012,10389
582,320.176,11.0954,0.154622,0.135087,10389
792,287.575,12.0992,0.141411,0.102541,10389
583,336.872,9.00233,0.106287,0.08941,10389
791,336.105,12.431,0.148901,0.167246,10389
584,316.784,12.6855,0.252869,0.126496,10389
790,307.13,15.9568,0.241757,0.184335,10389
585,398.918,8.13922,0.0925593,0.0929114,10389
789,362.601,11.1414,0.224938,0.158881,10389
586,409.353,8.76977,0.0981328,0.086594,10389
788,473.262,11.5266,0.211572,0.17575,10389
787,572.186,12.8964,0.192034,0.151526,10389
596,865.725,16.6828,0.277607,0.22251,10389
939,449.932,6.0929,0.0953723,0.0806089,10389
938,413.708,8.379,0.109794,0.0905333,10389
937,420.963,8.99241,0.0814463,0.086081,10389
936,389.665,6.86941,0.0817602,0.0851447,10389
935,356.741,13.6869,0.129577,0.126538,10389
934,397.732,7.92136,0.0855806,0.0729618,10389
933,371.871,11.6128,0.138259,0.109602,10389
932,359.324,9.39293,0.0860365,0.0946278,10389
931,331.733,7.48865,0.0742903,0.090644,10389
930,394.685,6.58437,0.0765972,0.0792021,10389
929,367.7,8.43704,0.118294,0.131436,10389
928,511.714,9.3579,0.156717,0.0894387,10389
927,460.524,7.32983,0.0940246,0.0740146,10389
926,530.49,6.85076,0.0828591,0.0665418,10389
588,632.8,11.4095,0.117566,0.11085,10389
587,656.228,10.4296,0.119257,0.114919,10389
925,503.928,7.73069,0.0949225,0.104986,10389
924,481.032,6.11865,0.0734367,0.0681252,10389
923,428.249,5.90235,0.0784817,0.0637734,10389
922,427.018,5.43046,0.0843812,0.0742497,10389
921,437.148,4.96252,0.0785888,0.0752621,10389
920,424.733,5.10884,0.0773025,0.0702385,10389
919,458.53,4.71305,0.0792524,0.0610803,10389
918,416.34,5.10812,0.0793735,0.067941,10389
917,378.668,4.68927,0.0728786,0.0750642,10389
916,487.928,4.63295,0.0670969,0.0641618,10389
915,2262.03,1.14991,0.0447586,0.00710572,10389
914,486.13,4.51661,0.0738096,0.0644602,10389
913,469.547,4.07511,0.138542,0.14587,10389
912,567.147,4.80925,0.0755256,0.0695677,10389
579,608.706,4.06428,0.046878,0.039442,10389
669,577.271,13.1999,0.181835,0.163615,10389
562,625.253,14.269,0.432898,0.173545,10389
668,597.717,14.5305,0.137263,0.165495,10389
563,451.425,7.1333,0.220767,0.158721,10389
667,562.478,11.8459,0.176191,0.15456,10389
564,457.422,9.72748,0.210704,0.138836,10389
666,570.364,14.8094,0.231954,0.175408,10389
565,432.886,10.4671,0.151822,0.116379,10389
665,590.079,8.9024,0.220386,0.0970422,10389
566,411.166,11.033,0.151174,0.111626,10389
664,534.548,10.6642,0.125111,0.121796,10389
567,419.772,14.5419,0.390728,0.449946,10389
663,580.164,14.4517,0.206115,0.162402,10389
568,496.8,10.2388,0.184848,0.119473,10389
662,611.999,11.7651,0.143085,0.124044,10389
661,594.206,9.53218,0.149939,0.0998674,10389
660,414.245,12.503,0.19201,0.135672,10389
659,548.728,10.5388,0.244686,0.139424,10389
571,491.852,11.0586,0.218391,0.131675,10389
658,2607.29,1.09619,0.163458,0.349683,10389
572,1062.64,1144.9,12.6046,7.31044,10389
657,2559.08,1199.09,11.386,5.4943,10389
573,1872.41,1187.98,9.39687,4.80147,10389
656,1992.81,1298.28,13.6958,5.04795,10389
574,610.786,2.76103,0.057414,0.044691,10389
799,783.988,9.66318,0.168535,0.120411,10389
575,717.733,22.8965,0.2398,0.262802,10389
798,2082.39,0.654481,0.0275877,0.00728189,10389
576,1855.04,1262.07,12.4366,5.50849,10389
797,1643.83,1320.42,11.971,4.42682,10389
577,1895.79,1194.98,11.2232,4.99762,10389
796,1772.52,1244.74,10.2617,5.29062,10389
569,437.197,5.48729,0.0751753,0.0864509,10389
814,399.909,5.74524,0.068854,0.0652679,10389
815,490.554,6.57546,0.08402,0.0788924,10389
816,2107.6,0.978665,0.000827606,0.0114058,10389
817,1471.89,1326.11,11.5169,4.40773,10389
818,1755.08,1249.45,14.8368,7.16306,10389
819,1801,1124.28,13.2074,6.81065,10389
820,1751.74,1237.13,13.7548,6.42076,10389
821,3510.43,1.37511,0.061502,0.0141389,10389
822,590.648,5.18654,0.0724914,0.0826115,10389
823,778.762,17.693,0.209254,0.200718,10389
824,2072.75,0.438641,0.0327993,0.00434789,10389
825,1730.39,1120.52,16.0844,8.17155,10389
826,1938.34,1181.68,12.8346,6.78651,10389
827,1360.87,1303.01,9.35184,7.99659,10389
561,1938.76,1179.95,12.2732,6.23979,10389
578,341.232,6.93403,0.0770287,0.0785036,10389
800,2134.47,1.38795,0.035556,0.0108819,10389
801,344.811,7.06199,0.0718421,0.0761322,10389
802,2081.34,1.73335,0.0482316,0.015725,10389
803,667.808,1093.17,13.0771,10.726,10389
804,2448.41,1366.14,23.909,6.62903,10389
805,1752.44,1238.57,11.3685,5.0792,10389
806,1838.62,1209.38,10.3928,4.17548,10389
807,485.525,5.41923,0.0673569,0.0729825,10389
808,555.587,5.78765,0.0826072,0.0806901,10389
809,738.213,12.3217,0.160821,0.127544,10389
810,2069.07,0.716171,0.0199589,0.0111588,10389
811,2165.08,1165.05,11.718,5.81449,10389
812,1700.11,1000.11,44.1948,23.0172,10389
813,2630.03,1238.58,10.869,6.63597,10389
570,2240.72,1147.82,13.4781,7.12047,10389
678,738.347,11.2298,0.166582,0.10209,10389
677,554.948,11.263,0.139283,0.0975924,10389
553,646.73,12.0244,0.159543,0.158672,10389
676,560.339,11.0129,0.165197,0.149891,10389
554,590.615,11.2757,0.161234,0.138647,10389
675,499.246,11.4385,0.172991,0.121365,10389
555,528.367,13.3764,0.160514,0.179391,10389
674,597.528,12.3519,0.174414,0.137095,10389
556,530.072,14.8533,0.277608,0.190599,10389
673,491.6,12.7341,0.145348,0.13083,10389
557,644.863,17.4507,0.242401,0.215794,10389
672,612.777,11.3909,0.158583,0.10116,10389
558,625.317,13.4013,0.227045,0.174614,10389
671,668.546,11.8134,0.183645,0.115365,10389
559,702.531,14.0028,0.330371,0.194823,10389
670,704.008,14.4606,0.199679,0.145204,10389
687,437.028,14.4716,0.169102,0.186234,10389
544,363.633,7.71142,0.127527,0.11825,10389
686,295.043,10.1632,0.108661,0.0991403,10389
545,267.491,2.53692,0.0527296,0.0444642,10389
685,266.643,5.60591,0.0844595,0.0823084,10389
546,321.707,20.9259,0.268619,0.243531,10389
684,303.506,9.38064,0.101967,0.109264,10389
547,271.969,13.3788,0.241492,0.191178,10389
683,216.472,13.6976,0.124781,0.164321,10389
548,343.738,9.29819,0.225953,0.107823,10389
682,270.226,6.77532,0.111659,0.0918144,10389
549,358.412,12.1857,0.211097,0.132725,10389
681,427.197,11.8172,0.134004,0.142248,10389
550,407.344,10.2913,0.151386,0.0962581,10389
680,487.932,8.52057,0.148948,0.0861747,10389
679,532.973,8.07524,0.154853,0.0796601,10389
560,740.761,14.2992,0.298234,0.180365,10389
828,617.943,6.30491,0.0959031,0.0800388,10389
829,558.889,6.07441,0.0851837,0.0713299,10389
830,460.383,5.57498,0.0698122,0.0600756,10389
831,461.698,5.36716,0.0571637,0.0603978,10389
832,444.032,5.69638,0.179422,0.205017,10389
833,475.764,5.58287,0.0651777,0.060243,10389
834,429.611,5.12807,0.0715575,0.0807439,10389
835,477.735,5.97696,0.0776925,0.0690727,10389
836,455.358,5.64392,0.0679168,0.0789945,10389
837,539.981,5.81893,0.0696911,0.0636471,10389
838,490.853,6.43975,0.0710003,0.0669139,10389
839,531.565,5.19514,0.0748253,0.0650559,10389
840,538.415,5.42931,0.0681966,0.0660939,10389
841,623.638,5.5235,0.0722576,0.0652885,10389
552,791.07,10.558,0.21669,0.17411,10389
551,719.511,11.7553,0.272243,0.263173,10389
842,460.487,5.75684,0.0608102,0.0548191,10389
843,418.852,9.54118,0.392471,0.171027,10389
844,398.039,3.31624,0.0893792,0.139415,10389
845,375.9,8.35512,0.0677394,0.00277695,10389
846,0,0,0,0,10389
847,390.366,4.41747,0.0573958,0.0465097,10389
848,328.571,4.72332,0.0587062,0.0394165,10389
849,391.209,4.50976,0.0586046,0.0563684,10389
850,385.119,7.37457,0.373911,0.246639,10389
851,386.396,4.09308,0.114912,0.125962,10389
852,412.674,4.87826,0.0816198,0.0681062,10389
853,469.498,5.63626,0.0642959,0.0637574,10389
854,401.559,7.59442,0.129877,0.158639,10389
855,454.824,4.40068,0.0695648,0.0683986,10389
543,556.488,18.3801,0.244479,0.232605,10389
705,733.463,10.2973,0.208404,0.0965806,10389
526,834.166,7.99201,0.230432,0.113283,10389
704,550.847,8.79457,0.159463,0.10624,10389
527,728.033,8.44876,0.196895,0.0902887,10389
703,497.212,11.5606,0.182747,0.139333,10389
528,670.328,11.3398,0.573012,0.265925,10389
702,548.553,12.0795,0.154655,0.113328,10389
529,685.329,7.9566,0.178716,0.100804,10389
701,523.743,10.3354,0.179583,0.132124,10389
530,647.234,8.35982,0.348965,0.117382,10389
700,566.098,9.75263,0.27554,0.132679,10389
531,703.317,9.81106,0.377416,0.147594,10389
699,665.832,13.7359,0.166412,0.147464,10389
532,738.162,10.1065,0.164142,0.111609,10389
698,706.484,17.6744,0.326656,0.20158,10389
697,763.117,18.0329,0.248175,0.183967,10389
696,673.774,19.1109,0.238196,0.239805,10389
695,607.625,20.5094,0.261982,0.295372,10389
535,432.932,11.9687,0.185393,0.170669,10389
694,557.52,19.109,0.296528,0.205785,10389
536,368.226,7.28194,0.117227,0.0973045,10389
693,459.965,10.233,0.235255,0.135266,10389
537,388.564,8.04316,0.121685,0.10056,10389
692,424.939,11.9391,0.145698,0.112402,10389
538,398.221,7.25018,0.110069,0.0913225,10389
691,424.816,11.6652,0.16479,0.135254,10389
539,397.117,6.73648,0.114968,0.0888527,10389
690,2333.49,2.97075,0.0459172,0.031461,10389
540,440.959,16.7192,0.139441,0.178863,10389
689,506.42,2.96084,0.210686,0.0696836,10389
541,539.309,12.5802,0.116198,0.136893,10389
688,647.826,24.1658,0.313018,0.290852,10389
533,675.779,10.2158,0.151548,0.127633,10389
870,496.187,4.57511,0.100657,0.0637887,10389
871,471.301,5.02754,0.103208,0.0666966,10389
872,431.091,4.63971,0.0724323,0.0649899,10389
873,367.428,3.16088,0.0767203,0.0531194,10389
874,432.065,4.2239,0.0669956,0.0586796,10389
875,376.077,4.33964,0.0621689,0.0779562,10389
876,376.654,6.08474,0.131845,0.107158,10389
877,362.174,5.16617,0.0764817,0.0878075,10389
878,404.479,4.81719,0.0650117,0.0577776,10389
879,414.809,4.88833,0.067538,0.0522332,10389
880,400.52,7.35033,0.0852291,0.0758771,10389
881,485.401,5.05381,0.0789973,0.0657035,10389
882,541.088,5.71397,0.105052,0.0650246,10389
883,502.823,4.33218,0.0756012,0.0621188,10389
525,877.2,10.0947,0.217977,0.118984,10389
542,750.424,15.6319,0.234574,0.25145,10389
856,553.44,7.34894,0.100275,0.0735256,10389
857,468.219,8.09623,0.102561,0.0764632,10389
858,433.059,5.55733,0.0921049,0.0637149,10389
859,441.169,4.16372,0.060905,0.0717787,10389
860,343.488,6.18362,0.0744196,0.0650906,10389
861,295.496,6.30805,0.0640514,0.0718333,10389
862,388.525,9.48591,0.276262,0.0994508,10389
863,378.535,5.46851,0.0656453,0.0685489,10389
864,419.087,4.62409,0.0657628,0.0466249,10389
865,415.527,4.74759,0.0551558,0.0556523,10389
866,443.985,5.39074,0.0835187,0.123195,10389
867,413.857,4.89129,0.0700732,0.0639378,10389
868,447.637,2.61785,0.0547164,0.700753,10389
869,581.666,7.10742,0.243247,0.108118,10389
534,657.671,9.06834,0.157082,0.159386,10389
714,618.178,11.0851,0.305675,0.116636,10389
713,681.946,14.5175,0.212704,0.162287,10389
517,551.507,7.42821,0.173314,0.0762721,10389
712,369.372,9.86171,0.170593,0.122409,10389
518,516.657,8.82541,0.24885,0.107343,10389
711,286.142,6.23891,0.140325,0.0691169,10389
519,2320.46,0.861476,0.061886,0.00897443,10389
710,420.2,13.3517,0.298594,0.17495,10389
520,558.122,8.84236,0.180456,0.103526,10389
709,316.798,11.0309,0.154283,0.127924,10389
521,392.295,7.85877,0.394623,0.0921122,10389
708,418.666,12.4838,0.4163,0.151051,10389
522,546.294,8.59679,0.210847,0.097889,10389
707,854.253,12.0119,0.283678,0.175929,10389
523,738.162,8.04623,0.136495,0.0834095,10389
706,636.78,14.9511,0.483181,0.185088,10389
723,589.324,34.843,0.577825,0.326677,10389
652,423.812,5.22231,0.086365,0.0645326,10389
722,413.257,10.2188,0.0942629,0.107655,10389
653,378.125,6.93428,0.102761,0.10847,10389
721,329.683,5.95296,0.0873734,0.0775434,10389
654,312.827,8.56932,0.114059,0.111427,10389
720,299.371,8.60416,0.0947561,0.0943143,10389
655,348.397,9.2027,0.0952015,0.0834357,10389
719,428.339,6.61075,0.0974203,0.0771436,10389
512,387.055,11.8063,0.232957,0.1819,10389
718,479.503,7.97091,0.117288,0.0798063,10389
513,450.98,12.4275,0.181979,0.168952,10389
717,498.109,11.0551,0.131579,0.136667,10389
514,587.195,8.40396,0.152668,0.0995906,10389
716,631.819,11.971,0.167337,0.155991,10389
715,790.904,12.9746,0.151553,0.155773,10389
524,789.067,11.2188,0.200944,0.12622,10389
884,515.945,2.38505,0.148106,0.113112,10389
885,506.848,5.42363,0.103357,0.080674,10389
886,455.11,3.96075,0.0566748,0.0565082,10389
887,481.442,4.91184,0.0706414,0.0607521,10389
888,424.531,5.96633,0.0753315,0.0578344,10389
889,416.94,5.17699,0.0697611,0.0607826,10389
890,413.225,6.08795,0.0775754,0.0670245,10389
891,390.127,4.5295,0.061563,0.0585136,10389
892,387.248,5.78001,0.0907588,0.113115,10389
893,403.677,5.8498,0.065271,0.0662234,10389
894,442.759,7.95015,0.110985,0.0871713,10389
895,472.28,5.19305,0.0654736,0.0593914,10389
896,480.369,5.25278,0.0717876,0.0644619,10389
897,533.573,4.95117,0.068108,0.0658898,10389
516,891.921,8.98751,0.133543,0.118357,10389
515,2035.45,1.71303,0.0314137,0.0153112,10389
898,574.845,5.80133,0.107912,0.097608,10389
899,454.58,4.96826,0.0755529,0.0771997,10389
900,418.352,4.81528,0.0639975,0.0620936,10389
901,430.597,5.09912,0.0723898,0.0576715,10389
902,486.133,4.22575,0.0615493,0.0542128,10389
903,2478.04,1.3032,0.0561013,0.00794813,10389
904,440.746,3.51599,0.0556774,0.0671431,10389
905,403.821,4.47407,0.0712689,0.0553372,10389
906,416.51,4.31425,0.0653862,0.0563192,10389
907,460.1,4.48147,0.0718903,0.0504954,10389
908,455.31,4.66237,0.0748405,0.0768245,10389
909,537.137,5.3135,0.0753355,0.0683729,10389
910,539.122,8.90546,0.0903749,0.0980541,10389
911,529.592,5.93194,0.0869142,0.0741722,10389
651,643.223,11.1535,0.19666,0.170909,10389
